,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
13443,3,2.0,930,11475,1.0,0,0,3,7,930,0,1280,11250,1,79,255000,38,0
13444,2,1.0,930,36478,1.0,0,2,3,6,930,0,2800,11141,3,79,675000,65,0
13445,4,2.0,1780,5336,1.5,0,0,5,6,930,850,1910,10304,1,66,315000,98,0
13446,2,1.0,930,7550,1.0,0,0,3,6,930,0,1370,10176,2,79,230000,30,0
13447,2,1.0,930,6098,1.0,0,0,4,6,930,0,1730,9000,1,64,360000,97,0
13448,2,1.0,930,7740,1.0,0,0,1,5,930,0,1620,8584,2,52,105500,84,0
13449,3,2.0,1860,7400,1.0,0,0,3,8,930,930,1640,8461,3,80,385000,94,12
13450,1,1.0,930,7129,1.0,0,0,3,6,930,0,1300,8075,1,66,210000,68,0
13451,2,1.0,930,7740,1.0,0,0,3,6,930,0,1250,7740,1,77,290000,92,0
13452,2,1.75,930,7080,1.0,0,0,3,6,930,0,1100,7680,3,52,275000,93,10
13453,2,1.0,930,7623,1.0,0,0,2,6,930,0,1300,7641,3,74,100000,74,0
13454,3,1.75,1830,7969,1.0,0,0,3,7,930,900,1790,7425,2,66,312500,66,8
13455,3,1.75,1680,7250,1.0,0,0,3,7,930,750,1340,7250,1,55,315000,64,0
13456,2,1.0,930,6900,1.0,0,2,3,7,930,0,1910,7194,3,75,287000,64,0
13457,2,2.5,1830,8107,1.0,0,0,5,7,930,900,1260,6960,3,61,460000,70,0
13458,2,1.0,930,6600,1.0,0,0,3,6,930,0,1250,6600,2,60,226950,59,0
13459,2,1.0,930,6380,1.0,0,0,4,7,930,0,1180,6380,2,52,395000,76,0
13460,3,1.0,930,6060,1.0,0,0,4,6,930,0,1640,6364,1,63,250000,43,0
13461,2,1.0,1390,5544,1.0,0,0,3,7,930,460,1710,6200,1,64,510000,69,0
13462,4,1.75,1830,6000,1.0,0,0,4,7,930,900,1540,6000,3,68,639000,77,0
13463,2,1.0,930,5368,1.0,0,0,4,7,930,0,1770,6000,3,58,420000,63,0
13464,3,1.0,1330,5850,1.0,0,0,3,7,930,400,1440,5850,3,50,320000,62,0
13465,3,1.0,1050,5500,1.0,0,0,3,6,930,120,1410,5834,1,54,435000,96,0
13466,2,1.0,930,5077,1.0,0,0,3,6,930,0,1080,5803,3,57,358000,77,0
13467,3,2.5,1470,3000,1.0,0,0,3,7,930,540,1470,5588,3,78,435000,31,0
13468,2,1.0,930,5400,1.0,0,0,3,7,930,0,1050,5400,3,80,379000,64,0
13469,3,1.0,930,5160,1.5,0,0,5,6,930,0,1060,5160,1,68,300000,97,0
13470,2,1.0,1330,4140,1.0,0,0,4,7,930,400,1410,5100,3,77,443500,97,76
13471,2,1.0,930,3150,1.0,0,0,5,6,930,0,1900,5000,3,80,445000,98,0
13472,3,1.75,1430,4850,1.0,0,0,3,7,930,500,1430,4850,2,66,284000,38,0
13473,2,0.75,1040,4000,1.0,0,0,3,7,930,110,1700,4800,1,64,550000,107,0
13474,3,1.75,1390,4602,1.0,0,0,3,7,930,460,1230,4800,2,76,400000,35,0
13475,2,1.0,930,4743,1.0,0,0,4,5,930,0,930,4779,2,61,141800,74,0
13476,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1320,4692,3,60,350000,66,0
13477,2,1.0,930,3750,1.0,0,0,4,7,930,0,1740,4300,1,61,500000,107,0
13478,2,1.5,1490,4080,1.0,0,0,3,7,930,560,1320,4080,1,50,389250,60,0
13479,2,1.0,1510,4000,1.0,0,0,3,6,930,580,1300,4000,2,69,500000,92,0
13480,2,1.0,1430,4000,1.0,0,0,3,7,930,500,1110,4000,1,56,230000,67,0
13481,3,3.25,1220,1281,2.0,0,0,3,8,930,290,1303,3810,2,54,526000,2,0
13482,2,1.0,930,3100,1.0,0,0,3,6,930,0,1670,3800,3,74,390000,105,0
13483,2,1.5,1480,3120,1.0,0,0,3,7,930,550,1000,3780,1,61,509250,102,9
13484,2,1.0,930,3447,1.0,0,0,4,8,930,0,1160,3447,1,73,178500,38,0
13485,4,1.75,1630,3000,1.0,0,0,3,7,930,700,1630,3000,2,76,313000,38,0
13486,3,2.5,1470,1256,2.0,0,0,3,8,930,540,1510,1797,2,67,397500,10,0
13487,2,1.5,1000,1251,2.0,0,0,3,7,930,70,1420,1187,1,51,377000,10,0
13488,2,1.5,1110,957,2.0,0,0,3,8,930,180,1680,1104,2,56,499000,11,0
13489,1,1.0,920,91476,1.5,0,0,3,6,920,0,1746,91476,3,69,650000,20,14
13490,3,0.75,920,20412,1.0,1,2,5,6,920,0,1162,54705,1,65,530000,66,0
13491,1,1.0,920,8282,1.5,0,0,3,6,920,0,2260,14025,3,62,310000,72,36
13492,3,1.75,1760,26055,1.0,0,0,3,7,920,840,1350,13475,3,68,225000,37,0
13493,2,1.0,920,43560,1.0,0,0,4,5,920,0,1530,11875,2,50,255000,93,0
13494,3,1.0,920,9812,1.0,0,0,4,7,920,0,1188,9812,2,64,199500,54,0
13495,2,1.0,920,8341,1.0,0,0,3,7,920,0,2330,9792,2,78,319950,77,0
13496,3,1.0,920,14400,1.0,0,0,4,7,920,0,1170,9600,2,68,212500,39,0
13497,3,1.0,1200,6250,1.0,0,0,3,6,920,280,1280,9375,2,77,280000,73,0
13498,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1340,8808,2,59,309000,57,0
13499,3,1.0,920,6612,1.0,0,0,3,6,920,0,1860,8424,3,53,210000,68,0
13500,3,1.0,920,8400,1.0,0,0,3,7,920,0,1260,8400,1,52,206000,53,0
13501,3,1.0,1840,5000,1.0,0,0,4,7,920,920,1250,8100,3,70,185000,63,0
13502,2,1.0,920,8612,1.0,0,0,5,7,920,0,1500,7956,2,60,340895,69,0
13503,3,1.5,1020,9072,1.0,0,0,3,7,920,100,1620,7930,3,53,489000,86,0
13504,3,1.0,920,4429,1.0,0,0,3,7,920,0,1320,7860,3,54,250000,64,0
13505,2,1.0,920,7569,1.0,0,0,4,6,920,0,1280,7627,1,79,202000,66,0
13506,3,1.0,1120,10176,1.0,0,0,3,6,920,200,1350,7500,2,53,345000,111,0
13507,3,1.75,1840,8601,1.0,0,0,3,7,920,920,1390,7452,3,74,285000,111,2
13508,3,1.0,920,7314,1.0,0,0,3,6,920,0,1010,7420,2,54,125000,56,0
13509,3,1.0,920,7276,1.0,0,0,4,6,920,0,1120,7276,2,51,125000,55,0
13510,2,1.0,920,7716,1.0,0,0,3,6,920,0,1410,7128,3,58,229950,72,0
13511,3,1.75,1540,6909,1.0,0,0,4,7,920,620,1130,6908,3,76,345000,61,0
13512,3,2.0,1340,4320,1.0,0,0,3,5,920,420,980,6480,1,59,186000,104,23
13513,2,1.0,920,6600,1.0,0,0,3,6,920,0,1510,5944,1,73,417000,97,13
13514,3,1.5,1190,785,2.0,0,0,3,8,920,270,2820,5626,2,80,277140,2,0
13515,3,1.0,920,5546,1.0,0,0,2,6,920,0,1300,5546,2,58,207000,88,0
13516,2,1.0,920,6600,1.0,0,0,4,6,920,0,1370,5500,3,59,365000,106,0
13517,2,1.0,920,5850,1.0,0,0,4,6,920,0,1640,5476,2,77,285000,116,0
13518,4,2.0,1840,5419,1.0,0,0,4,7,920,920,1800,5419,3,65,639000,74,0
13519,2,1.0,1520,5400,1.0,0,0,3,7,920,600,1600,5400,3,54,619950,65,0
13520,2,1.0,920,5250,1.0,0,0,4,6,920,0,1210,5250,1,60,200000,110,0
13521,2,1.0,1350,4494,1.0,0,0,3,7,920,430,1470,5225,3,66,345000,67,0
13522,3,1.0,920,4875,1.0,0,0,5,6,920,0,960,5200,3,60,179950,47,0
13523,3,1.0,920,5200,1.0,0,0,4,6,920,0,920,5200,1,79,179000,47,0
13524,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1680,5184,2,75,585000,66,0
13525,3,1.0,920,3863,1.0,0,0,3,6,920,0,1080,5150,3,70,356000,46,0
13526,1,1.0,920,5000,1.0,0,3,4,7,920,0,1890,5000,2,66,535000,110,0
13527,3,1.75,1620,5000,1.0,0,0,3,7,920,700,1610,5000,3,61,514000,62,0
13528,3,1.75,1840,5000,1.0,0,0,4,7,920,920,1220,5000,3,78,499000,106,0
13529,2,1.0,920,4095,1.0,0,0,4,6,920,0,1460,4945,3,63,356000,102,0
13530,2,1.0,1030,4841,1.0,0,0,3,7,920,110,1530,4944,3,68,535000,77,0
13531,3,1.0,920,4875,1.0,0,0,4,7,920,0,1160,4875,2,62,152000,38,0
13532,3,1.0,920,6460,1.0,0,0,5,6,920,0,920,4770,2,65,189950,47,0
13533,2,1.0,920,4400,1.0,0,0,3,7,920,0,1560,4600,2,63,412133,68,0
13534,2,1.5,1590,4500,1.0,0,0,4,7,920,670,1900,4450,1,57,490000,70,0
13535,2,1.0,1420,4305,1.0,0,0,4,7,920,500,1420,4305,1,77,490000,75,0
13536,4,1.75,1840,4280,1.0,0,0,4,7,920,920,1660,4280,1,51,540000,98,0
13537,2,1.5,1790,4250,1.0,0,0,3,7,920,870,1910,4250,2,56,721000,101,2
13538,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1300,4240,2,78,635200,95,0
13539,2,1.75,1320,2609,1.0,0,0,4,7,920,400,1200,4220,1,57,422000,78,0
13540,3,2.5,1840,3035,1.0,0,0,3,7,920,920,1780,4000,1,64,550000,90,0
13541,2,1.0,920,4000,1.0,0,0,4,7,920,0,1300,4000,3,50,514000,110,0
13542,3,1.0,920,3532,1.0,0,0,3,6,920,0,1250,4000,3,58,380000,106,0
13543,2,1.0,1620,3880,1.0,0,0,4,7,920,700,1330,3880,1,62,481000,92,0
13544,2,1.0,1220,3000,1.0,0,0,3,7,920,300,1270,3000,2,51,499000,90,0
13545,2,1.0,920,2332,1.0,0,0,4,8,920,0,1310,2853,3,64,176000,36,0
13546,2,1.0,920,3780,1.0,0,0,3,6,920,0,1570,2640,3,78,427000,106,0
13547,2,1.5,920,1598,2.0,0,0,3,7,920,0,1110,1598,2,69,255000,21,0
13548,3,2.5,1210,2046,2.0,0,0,3,9,920,290,1070,651,3,74,299900,8,0
13549,2,1.0,910,295772,1.0,0,0,3,5,910,0,2050,48351,1,71,533050,63,0
13550,3,1.0,910,10240,1.0,0,0,4,6,910,0,1140,10720,2,79,330000,47,0
13551,3,1.0,910,5250,1.0,0,0,4,6,910,0,1650,10442,1,55,244000,45,0
13552,3,1.0,910,10575,1.0,0,0,4,7,910,0,1470,10425,3,66,190000,48,0
13553,3,1.0,910,8658,1.0,0,0,3,7,910,0,1170,10200,2,67,306000,61,0
13554,3,1.5,910,25500,1.0,0,0,3,5,910,0,1580,10019,1,65,255000,73,0
13555,2,1.0,910,22000,1.0,0,0,3,6,910,0,1326,9891,2,79,100000,60,0
13556,2,1.0,910,9869,1.0,0,0,3,6,910,0,1480,9750,1,50,223000,59,0
13557,2,1.0,910,9612,1.0,0,0,4,7,910,0,1410,9611,3,56,225000,35,0
13558,2,1.0,910,9000,1.0,0,0,4,6,910,0,1410,9440,3,77,239900,33,0
13559,2,1.0,910,9000,1.0,0,0,3,5,910,0,1290,9000,2,52,244500,93,0
13560,3,1.0,910,8789,1.0,0,0,3,7,910,0,1160,8789,2,63,221000,50,0
13561,3,1.0,910,8700,1.0,0,0,4,6,910,0,1090,8700,3,77,165000,73,0
13562,2,2.0,1590,9375,1.0,0,0,3,7,910,680,1560,8524,1,75,290000,33,0
13563,3,1.0,910,11117,1.0,0,0,3,7,910,0,1490,8416,1,76,128000,61,0
13564,2,1.75,1820,8409,1.0,0,0,4,6,910,910,1300,8409,1,77,345000,68,0
13565,4,1.75,1250,8840,1.0,0,0,4,7,910,340,1410,8378,3,62,293550,37,0
13566,2,1.0,910,8155,1.0,0,0,4,6,910,0,1240,8155,2,59,285000,68,0
13567,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1310,8152,2,71,338000,68,0
13568,3,1.0,1560,7552,1.0,0,0,4,6,910,650,1200,8152,2,70,320000,68,0
13569,3,1.0,910,7700,1.0,0,0,4,7,910,0,1250,7700,3,65,300000,45,0
13570,3,1.0,910,7686,1.0,0,0,3,7,910,0,1020,7686,3,64,169000,47,0
13571,4,1.75,1650,6900,1.0,0,0,3,7,910,740,1540,7645,1,55,238000,38,23
13572,2,1.0,910,7000,1.0,0,0,3,7,910,0,1260,7528,1,68,389000,64,0
13573,2,1.0,1270,7440,1.0,0,0,4,7,910,360,1040,7500,1,58,400000,67,0
13574,3,2.25,1740,10836,1.0,0,0,3,7,910,830,2090,7500,2,54,252000,35,0
13575,4,1.75,1710,7200,1.0,0,0,5,7,910,800,1730,7200,2,51,271000,41,0
13576,3,1.0,910,7194,1.0,0,0,4,7,910,0,1530,7200,1,70,182500,45,0
13577,3,1.0,910,6000,1.0,0,0,2,6,910,0,1090,6957,2,72,219900,60,0
13578,2,1.75,1500,6800,1.0,0,0,4,7,910,590,1450,6800,3,80,437000,74,0
13579,3,1.0,910,5800,1.5,0,0,4,5,910,0,1400,6766,1,66,169900,116,0
13580,2,1.0,910,7617,1.0,0,0,3,6,910,0,1310,6624,1,52,235000,80,0
13581,2,1.0,910,6490,1.0,0,0,3,7,910,0,1040,6490,2,62,405000,74,0
13582,2,1.0,910,6282,1.0,0,0,4,7,910,0,970,6281,2,53,412000,77,0
13583,2,1.0,910,6232,1.0,0,0,3,6,910,0,1070,6232,3,62,155000,73,0
13584,3,2.0,1410,6413,1.0,0,0,4,7,910,500,1330,6050,3,54,590000,69,0
13585,2,1.0,910,4662,1.0,0,0,5,6,910,0,890,6050,1,80,280000,74,0
13586,2,1.0,910,6000,1.0,0,0,3,6,910,0,1460,5800,2,51,254000,73,0
13587,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1130,5693,2,70,410000,60,0
13588,3,1.0,1050,5664,1.0,0,0,4,7,910,140,1500,5664,1,75,445000,69,0
13589,2,1.0,910,4725,1.0,0,0,3,7,910,0,1600,5200,3,63,515000,67,0
13590,3,1.5,910,5120,1.0,0,0,3,6,910,0,1410,5132,3,54,232900,43,0
13591,3,1.5,910,5120,1.0,0,0,3,6,910,0,1410,5132,1,74,107000,43,0
13592,3,2.0,1360,5120,1.5,0,0,4,6,910,450,1440,5120,2,58,430000,92,0
13593,2,1.0,1160,5029,1.0,0,0,3,7,910,250,1220,5029,2,56,605125,76,0
13594,2,1.0,910,5000,1.0,0,0,3,7,910,0,1050,5000,1,61,520000,92,0
13595,3,1.0,910,4500,1.0,0,0,3,7,910,0,1370,5000,2,66,465000,68,0
13596,2,1.0,910,5000,1.0,0,0,4,6,910,0,1480,5000,2,63,450000,102,0
13597,2,1.0,910,6460,1.0,0,0,4,6,910,0,1740,5000,2,55,425000,111,0
13598,2,1.0,910,4800,1.0,0,0,4,7,910,0,1450,5000,3,56,422500,93,0
13599,3,1.0,1390,4820,1.0,0,0,4,7,910,480,1320,4820,2,57,350000,90,0
13600,2,2.0,1070,4500,1.0,0,0,4,6,910,160,1280,4500,1,62,245000,84,0
13601,3,1.5,1230,3060,1.0,0,0,3,7,910,320,1260,4488,2,80,625000,89,0
13602,2,1.75,1210,4141,1.0,0,0,4,7,910,300,1310,4141,1,70,582000,74,0
13603,2,1.75,1640,3090,1.0,0,0,4,7,910,730,1510,4120,2,70,516000,91,0
13604,3,2.0,1510,3000,1.0,0,0,4,7,910,600,1620,4000,1,52,489000,44,0
13605,2,1.0,910,3750,1.0,0,0,3,7,910,0,1160,4000,1,67,415000,112,0
13606,2,1.0,910,3600,1.0,0,0,4,7,910,0,1720,3600,3,52,605000,107,0
13607,2,1.0,910,4500,1.5,0,0,4,7,910,0,1270,3500,1,67,350000,110,0
13608,3,1.75,1610,3210,1.0,0,0,5,7,910,700,1420,3210,2,63,626500,88,0
13609,2,1.75,1210,3000,1.0,0,0,5,7,910,300,1260,3000,3,80,439950,110,0
13610,2,1.75,910,2693,1.0,0,0,3,6,910,0,1360,2693,1,58,200000,13,0
13611,2,1.5,1130,1340,2.0,0,0,3,8,910,220,1310,1340,2,77,439108,8,0
13612,2,1.0,910,2002,1.5,0,0,3,6,910,0,1190,1208,1,53,600000,116,0
13613,3,1.0,902,10464,1.0,0,0,3,7,902,0,1510,7210,3,60,152000,51,0
13614,2,1.5,901,1245,3.0,0,0,3,7,901,0,1138,1137,2,74,435000,15,0
13615,2,1.0,900,57063,1.0,0,0,4,6,900,0,1440,268765,2,53,275000,78,0
13616,2,1.0,900,423838,1.0,0,2,5,6,900,0,1810,94960,2,79,302000,91,0
13617,3,1.75,1430,39160,1.0,0,0,3,7,900,530,1430,40860,2,54,279000,91,29
13618,2,0.75,900,9600,1.0,0,0,3,6,900,0,1250,14280,1,79,180250,75,0
13619,3,1.0,1330,15678,1.0,0,0,3,7,900,430,1330,12696,3,77,405000,32,0
13620,3,1.5,1330,6540,1.0,0,0,3,7,900,430,1400,11500,3,61,239000,45,0
13621,2,1.0,900,7500,1.0,0,0,4,6,900,0,1190,10000,1,56,252500,55,0
13622,3,2.25,1330,7200,1.0,0,0,3,7,900,430,1380,9570,3,54,295000,42,0
13623,2,1.0,900,8374,1.0,0,0,3,7,900,0,1580,8965,1,53,325000,32,0
13624,4,2.0,1780,10622,1.0,0,0,4,7,900,880,1550,8900,3,70,325000,40,0
13625,5,4.0,1400,8580,1.0,0,0,5,7,900,500,1220,8832,1,69,265000,62,0
13626,2,1.0,900,13531,1.0,0,0,3,6,900,0,1767,8308,2,75,174000,37,0
13627,4,1.5,1370,9957,1.0,0,0,3,7,900,470,1510,8088,3,58,370000,44,0
13628,2,1.0,900,8000,1.0,0,0,4,6,900,0,1240,8000,2,75,185000,62,0
13629,4,1.0,1140,7208,1.0,0,0,3,7,900,240,1300,7991,2,80,410000,46,0
13630,1,1.0,900,7500,1.0,0,0,3,5,900,0,1470,7500,3,60,305000,70,29
13631,3,1.0,900,7500,1.0,0,0,4,7,900,0,1960,7500,2,57,304000,44,0
13632,3,1.5,1300,5000,1.0,0,0,4,7,900,400,1430,7500,1,55,226500,40,0
13633,4,2.0,1780,7350,1.0,0,0,5,7,900,880,1480,7350,3,73,318500,42,0
13634,2,1.0,900,28800,1.0,0,0,1,6,900,0,1360,7200,1,51,235000,88,0
13635,2,1.0,900,9260,1.0,0,0,3,7,900,0,1230,6913,2,53,496000,70,0
13636,2,1.0,900,5220,1.0,0,0,4,6,900,0,1480,6660,2,63,329950,60,0
13637,3,1.75,1800,6000,1.0,0,0,5,6,900,900,1060,6628,2,75,381000,66,0
13638,2,1.0,900,8580,1.0,0,0,3,5,900,0,2060,6533,3,60,83000,98,0
13639,3,1.75,1430,13399,1.0,0,0,4,7,900,530,1720,6415,2,73,215000,70,0
13640,2,1.0,900,6400,1.0,0,0,2,6,900,0,1350,6405,2,55,140000,76,0
13641,2,1.0,900,6400,1.0,0,0,5,6,900,0,1320,6400,3,67,205500,78,0
13642,2,1.0,900,5413,1.0,0,0,3,7,900,0,1280,6380,3,64,375000,69,0
13643,1,1.0,900,6380,1.0,0,0,3,6,900,0,1830,6380,2,59,350000,69,0
13644,3,1.5,900,8690,1.5,0,0,5,6,900,0,1000,6150,2,58,465000,75,0
13645,3,1.5,1350,6000,1.0,0,2,3,7,900,450,1730,6012,2,64,525000,66,0
13646,3,1.75,1720,5280,1.0,0,0,4,8,900,820,1600,6000,2,67,465000,73,0
13647,2,1.0,900,3400,1.0,0,0,5,6,900,0,940,6000,2,68,191000,111,0
13648,2,1.0,900,5512,1.0,0,0,3,7,900,0,1270,5512,1,60,470000,69,0
13649,2,1.0,1400,4500,1.0,0,0,3,7,900,500,1400,5500,1,59,310000,94,0
13650,2,1.0,1400,4500,1.0,0,0,3,7,900,500,1400,5500,1,74,180000,94,0
13651,3,2.5,1500,5412,1.0,0,0,5,7,900,600,1090,5412,2,58,485000,96,0
13652,2,1.0,900,5160,1.0,0,0,3,6,900,0,900,5160,2,68,219000,64,0
13653,2,1.0,900,5100,1.0,0,0,4,7,900,0,1400,5100,2,56,473000,107,0
13654,2,1.0,900,5000,1.0,0,0,3,7,900,0,1280,5000,1,68,553000,72,0
13655,3,1.5,1580,3172,1.0,0,0,4,8,900,680,1580,5000,3,68,524500,70,0
13656,3,1.0,1800,4800,1.0,0,2,4,9,900,900,1400,4800,1,76,625000,89,0
13657,2,1.0,900,6000,1.0,0,0,3,7,900,0,1460,4800,1,54,451000,72,12
13658,2,1.0,900,4600,1.0,0,0,3,6,900,0,1060,4600,2,60,370000,65,0
13659,2,1.0,900,4397,1.0,0,0,3,6,900,0,1430,4500,1,68,205000,98,0
13660,3,1.0,900,4084,1.5,0,0,3,7,900,0,1280,4080,1,60,400000,106,0
13661,3,1.75,1300,4000,1.0,0,0,3,7,900,400,1750,4000,2,72,460000,63,0
13662,3,1.0,1500,4000,1.0,0,0,3,6,900,600,950,4000,3,65,395000,91,0
13663,3,1.0,1000,3844,1.0,0,0,5,7,900,100,1000,3920,3,51,412000,88,0
13664,3,2.0,1300,3731,1.0,0,0,3,7,900,400,1300,3731,3,50,315000,23,0
13665,3,1.0,900,4770,1.0,0,0,3,6,900,0,900,3480,2,55,146000,47,7
13666,3,1.0,900,4750,1.0,0,0,4,6,900,0,900,3404,2,68,89000,47,0
13667,3,1.75,1800,6000,1.0,0,0,5,7,900,900,1800,3000,3,76,471001,111,0
13668,3,1.5,1040,1264,2.0,0,0,3,9,900,140,1350,3000,2,69,230000,1,0
13669,2,1.0,900,2910,1.0,0,0,5,7,900,0,1320,2910,1,67,381500,92,0
13670,3,1.0,1610,7680,1.0,0,0,3,6,900,710,1940,2880,2,67,715000,60,0
13671,2,1.0,900,2728,2.0,0,0,3,7,900,0,900,2728,3,71,290000,18,0
13672,3,1.0,900,2550,1.0,0,0,4,6,900,0,1120,2550,3,60,133400,38,0
13673,2,1.75,1410,1005,1.5,0,0,3,9,900,510,1440,1188,3,69,399900,5,0
13674,6,2.0,1670,3000,1.0,0,0,5,7,900,770,1330,1099,3,79,680000,105,0
13675,2,1.5,893,965,2.0,0,0,3,8,893,0,1340,1436,1,53,359950,9,0
13676,3,1.0,890,9870,1.0,0,0,4,7,890,0,1270,9861,3,54,358000,56,0
13677,3,1.0,890,9465,1.0,0,0,3,6,890,0,1590,9147,3,77,154500,59,0
13678,3,1.0,890,7110,1.0,0,0,3,6,890,0,1100,8375,2,53,169000,59,0
13679,2,1.0,890,8180,1.0,0,0,3,7,890,0,1130,8180,1,59,275400,69,0
13680,2,1.0,890,8100,1.0,0,0,3,6,890,0,1260,8100,1,80,150000,74,0
13681,4,1.75,1690,7680,1.0,0,0,5,6,890,800,1060,7680,3,68,400375,70,0
13682,3,1.0,890,5965,1.0,0,0,3,7,890,0,1930,7500,2,73,328000,66,0
13683,3,1.0,890,7200,1.0,0,0,3,7,890,0,1630,7455,2,77,371000,65,0
13684,2,1.0,890,6430,1.0,0,0,3,6,890,0,1460,6430,3,74,199990,81,19
13685,2,1.5,1630,3780,1.0,0,0,4,7,890,740,1770,6400,2,66,448000,76,0
13686,2,1.0,890,6380,1.0,0,0,3,6,890,0,990,6380,1,79,250000,65,0
13687,2,1.0,890,6350,1.0,0,0,3,6,890,0,1490,6350,2,78,314963,73,0
13688,3,1.0,1500,9253,1.0,0,0,3,6,890,610,1210,6250,1,54,273000,71,0
13689,2,1.0,1010,7740,1.0,0,0,3,6,890,120,1030,6000,2,78,289000,92,0
13690,2,1.0,890,5423,1.0,0,0,3,6,890,0,1690,5993,1,66,391000,70,0
13691,4,1.75,1780,2788,1.0,0,0,4,6,890,890,1760,5664,2,61,442900,73,0
13692,3,1.0,890,8400,1.0,0,0,4,6,890,0,1850,5565,1,50,283000,62,0
13693,2,1.0,1110,5413,1.0,0,0,3,6,890,220,1300,5413,3,76,448000,79,0
13694,2,1.0,1290,6272,1.0,0,0,4,6,890,400,1260,5376,2,74,492000,94,0
13695,2,1.0,890,3271,1.0,0,0,4,6,890,0,1190,5175,2,64,409000,98,0
13696,4,1.75,1780,5000,1.0,0,0,5,7,890,890,1860,5000,3,62,349950,113,0
13697,2,1.0,890,5000,1.0,0,0,4,6,890,0,1160,5000,1,58,302000,69,0
13698,2,2.0,890,5000,1.0,0,0,3,6,890,0,1860,5000,3,80,207950,99,0
13699,2,1.0,890,4590,1.0,0,0,3,7,890,0,1310,4590,1,59,475000,93,0
13700,2,1.75,1780,4520,1.0,0,0,5,7,890,890,1560,4520,3,65,639950,91,0
13701,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1440,4250,3,63,410000,72,0
13702,2,1.5,1160,5000,2.0,0,0,3,7,890,270,1160,1086,1,61,250000,10,0
13703,1,0.75,1170,14149,1.0,0,0,5,7,880,290,1130,24513,1,57,275000,54,0
13704,3,1.0,880,18205,1.0,0,0,4,6,880,0,1110,16115,3,80,218000,71,0
13705,2,1.0,880,6171,1.0,0,0,4,7,880,0,2260,12769,1,51,378500,67,0
13706,3,2.0,1680,19978,1.0,0,0,3,6,880,800,2150,11588,2,52,258000,68,0
13707,3,1.75,1850,8667,1.0,0,0,4,7,880,970,1450,10530,3,56,450000,34,0
13708,3,1.0,880,19600,1.0,0,0,4,7,880,0,880,10500,2,52,196000,38,0
13709,2,1.0,880,9000,1.0,0,0,3,5,880,0,1410,10000,1,51,130000,88,0
13710,2,1.0,880,9750,1.0,0,0,5,6,880,0,1220,9406,3,60,210000,78,0
13711,2,1.0,880,12000,1.0,0,0,3,7,880,0,1960,9395,3,61,334550,77,0
13712,3,1.0,880,9238,1.5,0,0,5,6,880,0,1170,9238,3,52,291500,70,0
13713,3,1.0,1320,8450,1.0,0,0,3,6,880,440,1320,8450,2,65,232500,55,0
13714,3,1.75,1270,8100,1.0,0,0,3,6,880,390,1650,8173,3,79,346000,66,0
13715,3,1.0,1320,8100,1.0,0,0,3,6,880,440,1000,8100,2,65,268950,73,0
13716,2,1.0,880,6900,1.0,0,0,3,6,880,0,1060,8000,2,51,190000,73,0
13717,3,1.75,1340,12800,1.0,0,0,3,7,880,460,1500,7875,2,76,315000,35,0
13718,3,1.0,880,7004,1.0,0,0,3,5,880,0,880,7828,2,69,128750,66,0
13719,4,1.75,1730,11700,1.0,0,0,3,7,880,850,1570,7820,2,62,465000,60,0
13720,2,1.0,880,7683,1.0,0,0,3,6,880,0,1370,7695,3,79,326100,74,0
13721,3,1.75,1880,16239,1.0,0,0,3,7,880,1000,1260,7528,2,73,452000,94,0
13722,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1680,7500,1,77,380000,60,0
13723,3,1.0,880,7500,1.0,0,0,3,7,880,0,880,7500,1,65,230000,38,0
13724,2,2.0,1760,7200,1.0,0,0,5,7,880,880,1760,7200,1,77,579000,70,0
13725,4,1.0,1060,7200,1.0,0,1,3,6,880,180,1910,7200,3,50,510000,91,0
13726,3,1.0,1030,7200,1.0,0,0,3,6,880,150,1030,7200,2,65,335000,68,0
13727,2,1.0,880,5600,1.0,0,0,5,7,880,0,1240,7015,2,79,235000,61,0
13728,2,1.0,1220,6000,1.0,0,0,3,6,880,340,1220,6840,1,77,452000,78,0
13729,2,1.0,880,6780,1.0,0,0,4,6,880,0,1190,6780,3,79,205425,71,0
13730,2,1.0,880,6731,1.0,0,0,4,7,880,0,1240,6731,1,76,454000,66,0
13731,2,1.0,880,6650,1.0,0,0,5,6,880,0,1250,6650,2,57,416000,98,0
13732,3,1.5,880,6600,1.0,0,0,5,6,880,0,1020,6600,3,63,253000,71,0
13733,2,1.0,880,6413,1.0,0,0,3,7,880,0,1360,6413,3,72,425000,66,0
13734,2,1.0,880,6380,1.0,0,0,3,7,880,0,1340,6380,3,66,490000,78,22
13735,2,1.0,880,6345,1.0,0,0,3,7,880,0,1440,6345,3,52,312500,97,0
